Date,Open,High,Low,Close,Adj Close,Volume
2016-07-15,81.779999,82.489998,80.964996,81.250000,81.250000,8919900
2016-07-18,80.599998,82.790001,80.599998,82.650002,82.650002,12113600
2016-07-19,82.480003,83.690002,82.050003,82.769997,82.769997,9799400
2016-07-20,83.269997,84.699997,83.230003,84.419998,84.419998,13991000
2016-07-21,84.709999,85.000000,83.660004,84.180000,84.180000,10163500
2016-07-22,84.000000,84.500000,83.809998,84.489998,84.489998,5988400
2016-07-25,84.470001,84.790001,82.610001,83.190002,83.190002,13185900
2016-07-26,82.860001,83.629997,82.629997,83.589996,83.589996,7714700
2016-07-27,83.599998,83.639999,83.000000,83.099998,83.099998,11523100
2016-07-28,83.459999,83.489998,82.120003,83.120003,83.120003,7476500
2016-07-29,83.370003,83.419998,81.945000,82.480003,82.480003,8709300
2016-08-01,82.790001,84.800003,82.589996,84.339996,84.339996,13401200
2016-08-02,84.339996,84.339996,82.910004,83.800003,83.800003,7691600
2016-08-03,83.300003,83.839996,83.169998,83.669998,83.669998,5365800
2016-08-04,83.750000,84.980003,83.690002,84.750000,84.750000,10714500
2016-08-05,85.010002,85.080002,84.440002,84.589996,84.589996,9401700
2016-08-08,84.989998,85.019997,84.300003,85.000000,85.000000,11528200
2016-08-09,85.050003,85.629997,84.800003,85.239998,85.239998,15349200
2016-08-10,86.010002,87.730003,86.010002,87.330002,87.330002,28195900
2016-08-11,92.139999,92.800003,91.260002,91.769997,91.769997,54078300
2016-08-12,92.980003,98.349998,92.910004,98.250000,98.250000,71968300
2016-08-15,98.279999,98.860001,96.820000,97.169998,97.169998,33813400
2016-08-16,96.150002,97.150002,95.050003,96.660004,96.660004,27514000
2016-08-17,96.169998,97.250000,96.050003,97.000000,97.000000,14980900
2016-08-18,97.250000,97.940002,96.620003,97.000000,97.000000,15009000
2016-08-19,96.910004,97.239998,96.339996,96.860001,96.860001,14267100
2016-08-22,96.470001,96.629997,94.750000,95.650002,95.650002,16222900
2016-08-23,95.589996,96.480003,95.410004,95.790001,95.790001,9646800
2016-08-24,95.680000,96.300003,93.559998,93.879997,93.879997,12726600
2016-08-25,93.750000,94.690002,93.120003,93.940002,93.940002,13039900
2016-08-26,94.150002,95.449997,94.080002,95.059998,95.059998,14133900
2016-08-29,94.599998,95.160004,94.209999,94.879997,94.879997,8781500
2016-08-30,95.349998,96.680000,95.169998,96.000000,96.000000,13994200
2016-08-31,96.139999,97.199997,96.010002,97.190002,97.190002,28617000
2016-09-01,97.300003,98.000000,97.010002,97.419998,97.419998,13387400
2016-09-02,97.970001,99.665001,97.970001,99.250000,99.250000,17482600
2016-09-06,100.449997,104.300003,100.449997,103.779999,103.779999,32803800
2016-09-07,103.839996,104.000000,102.260002,102.320000,102.320000,15758800
2016-09-08,101.930000,103.779999,101.629997,102.570000,102.570000,15437100
2016-09-09,101.800003,102.209999,99.050003,99.620003,99.620003,21250400
2016-09-12,97.379997,101.379997,97.000000,100.800003,100.800003,17318200
2016-09-13,100.379997,101.489998,98.839996,100.279999,100.279999,20004900
2016-09-14,100.080002,102.589996,100.019997,102.400002,102.400002,19604700
2016-09-15,102.620003,104.480003,102.529999,104.449997,104.449997,20795900
2016-09-16,104.000000,105.389999,103.860001,104.639999,104.639999,20363500
2016-09-19,105.160004,105.500000,102.195000,103.029999,103.029999,15200100
2016-09-20,102.940002,103.730003,100.930000,101.360001,101.360001,12863800
2016-09-21,102.459999,106.190002,102.209999,106.000000,106.000000,22997100
2016-09-22,107.570000,109.760002,107.480003,109.360001,109.360001,35627700
2016-09-23,108.250000,108.400002,106.709999,107.709999,107.709999,23083000
2016-09-26,106.519997,107.059998,105.300003,105.889999,105.889999,16805300
2016-09-27,106.519997,108.489998,106.370003,108.260002,108.260002,17556700
2016-09-28,108.440002,109.870003,107.160004,108.750000,108.750000,16371600
2016-09-29,106.510002,106.690002,104.570000,105.550003,105.550003,30236700
2016-09-30,106.500000,107.099998,105.790001,105.790001,105.790001,15577500
2016-10-03,105.449997,106.290001,104.980003,105.379997,105.379997,10849500
2016-10-04,105.930000,106.230003,105.050003,105.449997,105.449997,11068800
2016-10-05,105.870003,107.449997,105.660004,106.959999,106.959999,13176500
2016-10-06,107.300003,107.510002,106.184998,107.080002,107.080002,9885600
2016-10-07,106.889999,107.550003,105.559998,106.000000,106.000000,8954400
2016-10-10,106.790001,109.000000,106.559998,108.410004,108.410004,11490200
2016-10-11,107.889999,107.970001,104.750000,105.230003,105.230003,14916600
2016-10-12,105.050003,105.110001,101.820000,103.620003,103.620003,18435000
2016-10-13,102.059998,102.550003,99.000000,102.150002,102.150002,22390000
2016-10-14,104.269997,104.699997,101.029999,101.849998,101.849998,12789500
2016-10-17,101.500000,103.470001,101.269997,102.839996,102.839996,10351700
2016-10-18,104.470001,104.989998,103.309998,103.339996,103.339996,11009600
2016-10-19,104.330002,104.800003,103.650002,103.930000,103.930000,8918900
2016-10-20,104.199997,104.739998,103.570000,103.849998,103.849998,7109800
2016-10-21,103.699997,103.940002,102.750000,103.940002,103.940002,8073100
2016-10-24,104.980003,105.300003,103.550003,104.500000,104.500000,10898800
2016-10-25,104.860001,105.199997,104.019997,104.220001,104.220001,8985700
2016-10-26,103.680000,104.000000,102.699997,102.779999,102.779999,7579800
2016-10-27,103.379997,104.110001,101.849998,102.379997,102.379997,8807100
2016-10-28,102.349998,103.050003,101.550003,101.930000,101.930000,8479500
2016-10-31,102.650002,103.209999,101.419998,101.690002,101.690002,15837900
2016-11-01,100.430000,101.239998,99.209999,101.150002,101.150002,21287300
2016-11-02,103.849998,104.099998,97.300003,98.510002,98.510002,36939900
2016-11-03,98.040001,99.300003,96.459999,97.750000,97.750000,17412600
2016-11-04,96.900002,98.790001,96.669998,97.570000,97.570000,9048500
2016-11-07,100.070000,100.620003,99.160004,99.349998,99.349998,11198300
2016-11-08,99.389999,99.989998,98.360001,99.849998,99.849998,7956300
2016-11-09,97.379997,98.580002,95.800003,96.669998,96.669998,20948000
2016-11-10,98.339996,98.500000,92.220001,94.339996,94.339996,27346700
2016-11-11,93.860001,94.089996,91.099998,92.989998,92.989998,23725800
2016-11-14,92.450996,92.540001,87.879997,89.769997,89.769997,27301500
2016-11-15,91.000000,93.489998,90.750000,91.000000,91.000000,16723000
2016-11-16,91.389999,93.680000,91.330002,92.860001,92.860001,13024500
2016-11-17,94.709999,94.980003,93.639999,94.070000,94.070000,10380200
2016-11-18,94.849998,95.300003,92.669998,93.389999,93.389999,10032600
2016-11-21,94.050003,94.660004,93.000000,93.410004,93.410004,8960000
2016-11-22,94.239998,94.419998,93.160004,93.209999,93.209999,10403600
2016-11-23,92.529999,93.400002,91.449997,93.029999,93.029999,11721700
2016-11-25,93.550003,93.750000,92.769997,93.010002,93.010002,4868500
2016-11-28,93.019997,95.740997,93.000000,93.760002,93.760002,14340100
2016-11-29,93.669998,96.055000,93.389999,94.989998,94.989998,14146900
2016-11-30,95.279999,95.480003,93.300003,94.019997,94.019997,11447700
2016-12-01,94.000000,94.055000,89.180000,89.860001,89.860001,24030700
2016-12-02,90.379997,91.739998,89.949997,90.480003,90.480003,11718800
2016-12-05,90.050003,91.400002,89.570000,90.989998,90.989998,8902600
2016-12-06,91.559998,91.930000,89.959999,90.400002,90.400002,7787800
2016-12-07,90.519997,91.650002,89.500000,91.070000,91.070000,13240000
2016-12-08,91.800003,93.080002,91.029999,92.309998,92.309998,10919500
2016-12-09,92.510002,93.639999,92.279999,93.279999,93.279999,9177600
2016-12-12,92.050003,92.889999,91.699997,92.470001,92.470001,9355900
2016-12-13,92.800003,93.730003,91.870003,92.160004,92.160004,10491300
2016-12-14,91.830002,92.260002,90.830002,91.190002,91.190002,9153700
2016-12-15,90.000000,90.599998,88.739998,88.849998,88.849998,19215500
2016-12-16,89.000000,90.099998,88.559998,88.669998,88.669998,11274100
2016-12-19,88.610001,89.820000,88.410004,88.930000,88.930000,10226300
2016-12-20,89.190002,90.309998,88.940002,89.839996,89.839996,8434700
2016-12-21,89.959999,90.430000,89.250000,89.250000,89.250000,9044900
2016-12-22,87.889999,88.260002,86.010002,86.800003,86.800003,14404500
2016-12-23,86.620003,87.680000,86.620003,86.790001,86.790001,6344000
2016-12-27,86.720001,87.940002,86.709999,87.540001,87.540001,5228000
2016-12-28,88.300003,88.750000,87.220001,87.370003,87.370003,6421100
2016-12-29,87.820000,88.199997,87.160004,87.330002,87.330002,5431700
2016-12-30,87.570000,88.099998,87.199997,87.809998,87.809998,7211100
